url,name,designation,college,department,research_area,research_area_details,experience,institution_name,,,,,,,,,,
https://iitd.irins.org/profile/10549,Prof V.K. Jain,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Telecommunications,"Digital Communication, Data Communication and Optical Communications, Signal Detection in Noise and ISI, Optical Fiber and Wireless Optical Communication System (WOCS),  Fiber Optic Receiver Performance, Optimum beam, Coding scheme, Diversity techniques","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70121,Prof Abhisek Dixit,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Logic CMOS device design and characterization, CMOS variability, reliability and thermal-effects, Agressively scaled CMOS embedded DRAM (eDRAM) and SRAM cells, Compact device moldeing and process design kits (PDK), Modeling and characterization of Si solar-cells and modules","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10557,Prof Ranjan Bose,,"Indian Institute of Technology, Delhi",Department of Electrical Engineering,Telecommunications,"Information theory, Error control coding, Wireless Communications, Information Theory, Error Control Coding","[""Professor (HAG) | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/202151,Prof Sandeep Kumar,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Optimization, Signal processing, Machine learning, and Graphical models","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Post-Doctoral Fellow | The University of Hong Kong""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/253453,Prof Gourab  Ghatak,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,Electrical,"[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/53149,Prof Bijaya Ketan Panigrahi,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Power Quality, FACTS Devices, Power System Protection, AI Application to Power System, Power Quality Analysis of Distribution System using advanced DSP techniques and Artificial Intelligence techniqus","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70309,Prof Bhaskar Mitra,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"MEMS and Microfabrication, Microfluidics, Plastic MEMS, Microplasmas, Gas Phase Nanofluidics","[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/439818,Prof Yashasvi Bansal,Assistant Professor (Grade-II),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Synchrophasor technology and its applications, Microgrid protection, Power system optimization, Islanding detection, Reconfiguration, Smart home energy management, Cyber-security, Power system resiliency, and Reliability.","[""Assistant Professor (Grade-II) | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70313,Prof Ramkrishan Maheshwari,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"PWM Techniques, power Converter Design and Control, Two-level voltage source inverter, Electric Drive, Power Electronics, Power converters, Electric Drives, Grid-connected converters, DC-DC converters","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70119,Prof Madhusudan Singh,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Flexible Electronics, Maskless lithography and printing methods, Organic and Inorganic photovoltaics, Organic light-emitting diodes, Nanoscale transport, Sustainability, Wide-bandgap semiconductors, Device design and characterization, Flexible electronics Solar cells LEDs, Sensors, Printed and solution-processed low-cost fabrication methods Semiconductor device physics","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70125,Prof Shouribrata Chatterjee,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Analog Circuit Design and VLSI, Analog and Digital filter design, Low Power and Low voltage circuit techniques, Measurement and Instrumentation techniques, Analog, Mixed - Signal and RF Integrated Circuits","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70117,Prof Saif Khan Mohammed,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Wireless Communication (Large MIMO
Systems/Massive MIMO Systems), Communication Theory and Systems, Information Theory, Statistical Signal Processing, 5G","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70307,Prof Sumeet Agarwal,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Machine Learning, Complex Networks, Systems Biology, Evolution and Evolvability, Computational Linguistics, Cognitive Science, Public Health Informatics","[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/148026,Prof Rakesh Kumar Palani,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,Electrical Engineering,"[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70315,Prof Anandarup Das,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Modular converters for high power application, Condition monitoring in power electronics, Generic hardware and software development for power electronics, Power Electronics, High Power multilevel converters, Electric Drives, Modular Converters, Power Quality","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70625,Prof Swades Kumar De,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Wireless communication networks and systems, Energy harvesting sensor networks, Smart grid and IoT communications, Cognitive/white-space access networks, Performance modeling and analysis, Communication networks, with emphasis on performance modeling and analysis, and cross- layer optimization studies. Current directions include energy harvesting sensor networks, broadband wireless access and routing, cognitive/white-space access networks, and smart grid networks","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/636177,Prof DEBIDAS KUNDU,Assistant Professor (Grade-I),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Dr. Debidas Kundu received his Ph. D. degree from Dept. of Electronics and Electrical Communication Engineering, Indian Institute of Technology Kharagpur, India in June 2018. He received the DST-INSPIRE Faculty award and subsequently joined the ECE Department of IIT Roorkee as an INSPIRE Faculty in January 2019. From April 2022 to April 2023 he worked as visiting researcher (Post-Doc) at Carleton University, Canada. From July 2023 to June 2025 he worked as an Assistant Professor at Department of","[""Assistant Professor (Grade-I) | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/90051,Dr Ankesh Jain,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,I work in the area of Analog and Mixed signal circuit design.,"[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Group Leader | Institute of Microelectronics | Institute of Microelectronics, University of ULM Germany"", ""Project Associate | Electrical Engineering | ICSR, IIT Madras"", ""Design Engineer | Analog and Mixed signal Design engineer | Freescale Semiconductor Private Limited Noida""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/60787,Prof Nilanjan Senroy,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Power Systems, Renewable Energy, Wind Power, Control, Power system stability and control, Wide area measurement and control, Statistical techniques in power systems, Power quality","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/43033,Prof  Jagadesh Kumar Mamidala,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,Nanoelectronics,"[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Chairman | University Grant Commission"", ""Professor(HAG) | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Vice Chancellor | Jawaharlal Nehru University""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/398218,Prof Sougata Mukherjea,Professor of Practice,Indian Institute of Technology Delhi,Department of Electrical Engineering,Computer Science Information Systems,"Visualization, Analytics, AI, Cloud","[""Professor of Practice | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70337,Prof Sumit Kumar Pramanick,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"High frequency link converters, Multilevel converters for machine drives, Grid connected converters, HVDC circuit breakers","[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/16676,Prof I. N. Kar,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Automation and Control Systems,"Robust Control, Mechatronics, System Identification, Intelligent Control, Non-linear Systems, Contraction analysis, Multi-agent systems, Robotics","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70323,Prof Abhishek Dixit,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Optical access networks, Fibre wireless converged networks","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/204319,Prof Soutik Betal,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Nanorobotics, Electromagnetic medical devices & Implants, Nanofabrication, MEMS, Terahertz and Electronic devices & Sensors","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70111,Prof Mukul Sarkar,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Solid State Imaging, CMOS image sensors, Bio-inspired vision systems, Neuromorphic Imaging, Analog/Digital circuit design, Optoelectronics and Photonics","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85753,Prof Soumya Shubhra Nag,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Area of interest: Electric Vehicle, Power Electronics, DC-DC converters, Inverters, Renewable Energy, Solar Photovoltaic, Battery Management, etc.","[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Research Fellow | Nanyang Technological University""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/671158,Prof Anupama Rajoriya,Assistant Professor (Grade-II),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"She was a Postdoctoral research fellow at Indian Institute of Technology, Kanpur, with Prof. Rohit Budhiraja. She completed my Ph.D. from the Indian Institute of Technology, Kanpur, in 2023. research interests include 5G+ and 6G wireless systems, Bayesian learning algorithms, and Bayesian neural networks. She had received M.Tech. Degree from the Department of Electrical Engineering, Indian Institute of Technology, Kanpur, in 2017, and B.Tech. Degree in electronics and communication engineering f","[""Assistant Professor (Grade-II) | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/61054,Prof Manav R Bhatnagar,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Information Theory, MIMO Systems, Communications Engineering, Coding Theory, Signal Processing for MIMO Communication Systems, Signal processing for Multiple-Input Multiple- Output (MIMO) Systems, Cooperative- Communications, Non-Coherent Communication Systems, Distributed Signal Processing for Cooperative Networks, Multiuser Communications, UL","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/657676,Prof Sukumar  Mishra,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Power System Engineering, Intelligent Techniques for Control of Power System and Power Quality Studies, Renewable Energy.","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70109,Prof Anuj Dhawan,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Nanomaterials, Plasmonics, Photonic devices, Biosensors, Biomedical devices, Nanofabrication, Growth and self-assembly of novel optical and electronic materials, Integrated nano-scale systems, Computational electromagnetics, Sensors : fiber-optic and chip-based, Biophotonics and bioimaging, Large-Area Electronics, Flexible Electronics, Wearable Electronics and Computing","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70333,Prof Vivek Venkataraman,Assistant Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Nonlinear and quantum optics, fiber and integrated photonics, light-matter interaction and atomic physics, all-optical devices and novel light sources, optical signal processing and communication","[""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10284,Prof Santanu Chaudhury,Professor (HAG),Indian Institute of Technology Delhi,Department of Electrical Engineering,Computer Science Theory and Methods,"Multimedia Systems, Computational Intelligence","[""Professor (HAG) | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70617,Prof Subrat Kar,Professor (HAG),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Photonic Switching, Optical Networks, Embedded telecom systems, Cyber-Physical systems, Computer Communication Networks","[""Professor (HAG) | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Indian Institute of Technology Delhi"", ""Assistant Professor | Indian Institute of Technology Delhi"", ""Lecturer | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70615,Prof Mummadi Veerachary,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Power Electronics, High-Frequency Switch-Mode Power Conversion, Fuzzy-Neuro controllers for PE systems, DSP based controllers, Object-Oriented Modeling of PE systems, Development of MPPT controllers for Space/Photovoltaic sources, Photovoltaic Power Conversion, Intelligent controllers for VRMs, Digital Control Theory and Applications Power Electronic Systems, Soft-switching Schemes, Fuzzy-Neuro Controllers for Power Electronic Systems, High-performance DC-DC conversion Topologies, Multi-Input DC","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70123,Dr Mashuq -Un-Nabi,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Control Systems, Guidance and Control, Computational methods for Modeling, Simulation and Control, Finite Element Method, Distributed Parametered Systems, Flexible Structures, Electromagnetic and Coupled Systems, Electromagnetic NDT","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10545,Prof Pradeep R Bijwe,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Computer Science Theory and Methods,"Power Systems Analysis and Optimization, Distribution Systems Analysis and Optimization.","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/302788,Prof Tanmoy Chakraborty,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Machine Learning, Natural Language Processing, Social Network Analysis, Graph Mining","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70113,Prof Shaunak Sen,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Control Systems, Dynamical Systems","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10530,Prof B. Bhaumik,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Mechanical Engineering,"Design of digital, Analog and mixed VLSI signal circuits, Biological Neural Networks, Analog and Mixed
Signal VLSI Circuits","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70331,Prof Harshan Jagadeesh,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Wireless networks, Coding theory, Distributed Storage Networks, Wireless Security, Cyber-Physical Systems, Communication Systems","[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/366662,Prof Ankit Singhal,,"Indian Institute of Technology, Delhi",Department of Electrical Engineering,Multidisciplinary Engineering,"Distributed Energy Resources (EVs, Solar PVs, Storage) integration into Power Systems; Distribution systems and microgrids; Transmission-Distribution co-simulation; TSO-DSO coordination; Power systems simulation, optimization, and controls","[""Assistant Professor (Grade-I) | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/656982,Prof Amartansh  Dubey,Assistant Professor (Grade-II),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Physics-inspired Machine learning, Indoor Imaging and Sensing with Wi-Fi, RF and Microwave Imaging, Financial Signal Processing, Joint Communication & Sensing, Inverse Electromagnetic Scattering","[""Assistant Professor (Grade-II) | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/439809,Prof Priyank Srivastava,Assistant Professor (Grade-II),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Dynamical systems and control, Network optimization, Distributed algorithms","[""Assistant Professor (Grade-II) | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/99031,Prof Amol  Choudhary,Associate Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,,"[""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10552,Prof G Bhuvaneshwari,Professor (HAG),Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Power Electronics, Electrical Machines and Drives, Power Quality,Power conditioning, HVDC,
Renewable energy, Power supplies.","[""Professor (HAG) | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10550,Prof Jayadeva .,Professor (HAG),Indian Institute of Technology Delhi,Department of Electrical Engineering,Mechanical Engineering,"Neuromorphic engineering, Optimization, VLSI Design, Machine Learning","[""Professor (HAG) | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/10531,Prof Devi Chadha,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Optics,"Optical Communications and Networks, Microwave and Millimeter-wave Devices, Photonics, Electromagnetics, Photonics Networks, Free Space Optical Communications and Networks","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70127,Prof S. Janardhanan,Professor,Indian Institute of Technology Delhi,Department of Electrical Engineering,Electrical and Electronic Engineering,"Discrete-time Systems, Sliding mode control, Robust control, Robotics","[""Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Electrical Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85697,Prof Ashish Ganguli,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Interaction of high power electromagnetic waves with plasmas, Microwave and RF based plasma sources, Plasma Physics, Plasma Sources","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70049,Prof K. A. Subramanian,Professor (HAG),Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Internal Combustion Engines and Alternative Fuels, Hydrogen Energy, Hybrid Engines, Integrated Energy Systems, Internal Combustion Engines and Alternative Fuels. Development of Dedicated Automotive Internal Combustion Engines/Vehicles for Use of Alternative Fuels Including Hydrogen, Biodiesel, Biogas and Ethanol, Injection and Spray Characteristics of Biofuel. Development of HCCI Concept Engine, Dual Fuel Engine and Bifuel Engine, Development of Zero Emission Engines including GHGS, Development","[""Professor (HAG) | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70241,Prof Supravat Karak,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Organic electronics, OPVs,light emitting diode (OLED), memory devices","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Centre for Energy Studies | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70245,Prof Ravi Kumar K,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Design and development of solar thermal energy systems for power generation, process heating, desalination, cooking, etc. Energy storage (Thermal energy and Hydrogen), Forecasting of solar radiation.","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Centre for Energy Studies | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/204316,Prof Subhendu Dutta,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Application of Power Electronics in Solar Photovoltaic Systems, AC-DC Hybrid Nanogrid System, High Frequency Switching Converter Design, EV charging","[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85691,Prof Debaprasad Sahu,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Plasma Physics, plasma spectroscopy and modelling of magnetized plasma dynamics by computational methods","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/636174,Prof ARIHANT BHANDARI,Assistant Professor (Grade-I),Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Electrochemistry,Arihant Bhandari did his B.Tech. and Ph.D. from IIT Kanpur. He was a postdoctoral fellow of the multiscale modelling project of the Faraday Institution. He is engrossed in computational modelling of materials for energy applications. Particular focus area includes electrochemical energy conversion and storage such as batteries.,"[""Assistant Professor (Grade-I) | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/201788,Dr Bibhuti Bhusan Sahu,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Fluids and Plasmas Physics,"Plasma Science and Technology, Material science, Plasma Nanotechnology, Energy/Bio/Electronic materials","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/60778,Prof Subhash Chandra Kaushik,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Fluids and Plasmas Physics,"Thermal Science and Engineering, Solar Energy Utilization, Energy Efficiency and Conservation, Solar Refrigeration & Airconditioning , Solar Architecture, Thermal Energy Storage and Power Generation, Plasmas and Fusion Energy","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70237,Prof Dibakar Rakshit,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Renewable Energy Research in Solar Thermal Heat Transfer Design, Oil and Gas Transportation, Heat Transfer","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Centre for Energy Studies | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/100061,Prof Rahul  Goyal,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,,"[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85695,Dr Sourav Mandal,Inspire Faculty,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Materials Science Multidisciplinary,"Silicon Solar cells, Amorphous and microcrystalline silicon materials, Nanoparticles.","[""Inspire Faculty | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
