url,name,designation,college,department,research_area,research_area_details,experience,institution_name,,,,,,,,,,
https://iimcal.irins.org/profile/661237,Prof Rajashik Roy Choudhury,,IIM Calcutta,Human Resource Management,Management,"Careers, Performance Evaluation (HR), Loneliness, Employee Voice, Power and Status, Decision-making (Micro OB),","[""Assistant Professor (Grade-I) | Human Resource Management | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102366,Dr Dharma Raju Bathini,Assistant Professor,Indian Institute of Management Calcutta,Human Resource Management,Business,"Telework, control and resistance","[""Assistant Professor | Human Resource Management | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56003,Dr Amit Dhiman,Associate Professor,Indian Institute of Management Calcutta,Human Resource Management,Public Administration,"Microeconomics, Economics of Corporate Environmental Strategy, Green Manufacturing, Managerial Economics, Managing in the Global Economy: an Indian Perspective, Economic Analysis for Managers","[""Associate Professor | Human Resource Management | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56015,Dr Priya Seetharaman,Associate Professor,Indian Institute of Management Calcutta,Management Information Systems,Computer Science Information Systems,IT Governance, IS/IT strategy, Healthcare IT, Systems Dynamics and its application to Management,"[""Associate Professor | Management Information Systems | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,
https://iimcal.irins.org/profile/56008,Dr Debashis Saha,Professor,Indian Institute of Management Calcutta,Management Information Systems,Computer Science Hardware and Architecture,"Digital Technologies, Digital Transformation, ICT for Development, IoT, Industry 4.0, 5G wireless, Pervasive Communication and Computing, Computing Model, Network Architecture and Protocols, Mobility Management, Organic Sensor Networks","[""Professor | Management Information Systems | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/387884,Dr Abhipsa Pal,Assistant Professor (Grade-I),"Indian Institute of Management, Calcutta",Management Information Systems,Computer Science Information Systems,Management Information System,"[""Assistant Professor (Grade-I) | Management Information Systems | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/591466,Prof Rahul Kumar,Assistant Professor,"Indian Institute of Management, Calcutta",Management Information Systems,Management,"Academic Background:

Fellow Indian Institute of Management (IIM) Ranchi.

B.E. Birla Institute of Technology (BIT) Mesra","[""Assistant Professor | Management Information Systems | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56020,Dr Uttam Kumar Sarkar,Professor,"Indian Institute of Management, Calcutta",Management Information Systems,Management,"Social Networks Analysis, Business Data Mining, Business Analytics, Artificial Intelligence, Machine Learning, Discrete Optimization","[""Professor | Management Information Systems | Indian Institute of Management, Calcutta"", ""Director | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/387889,Dr Anik Mukherjee,Assistant Professor,"Indian Institute of Management, Calcutta",Management Information Systems,Computer Science Information Systems,"Information Technology and Systems, Cyber Security for Busines","[""Assistant Professor | Management Information Systems | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/662731,Prof Vimal  Kumar M,Assistant Professor,"Indian Institute of Management, Calcutta",Management Information Systems,Management,Managing IT Projects Business Analytics and Data Mining HR Analytics,"[""Assistant Professor | Management Information Systems | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56016,Dr Rahul Roy,Professor,Indian Institute of Management Calcutta,Management Information Systems,Management,"Evolution of Social Networking Platforms, Dynamics of Software Projects, Adoption of Course Management Systems","[""Professor | Management Information Systems | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102368,Dr Soumyakanti Chakraborty,Associate Professor,Indian Institute of Management Calcutta,Management Information Systems,Economics,"Economics of Information Technology, Pricing of Information Goods and Services, Combinatorial Auctions, Cloud Computing","[""Associate Professor | Management Information Systems | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102372,Dr Prashant Mishra,Professor,"Indian Institute of Management, Calcutta",Marketing,Management,"Management, Marketing","[""Professor | Marketing | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/55571,Prof Alok Kumar Rai,Director,"Indian Institute of Management, Calcutta",Marketing,Management,"Customer Relationship Modelling, Customer Loyalty Engineering, Service Quality Architecture, Customer Satisfaction Portfolio Management","[""Director | Marketing | Indian Institute of Management, Calcutta"", ""Professor | Institute of Management Studies | Banaras Hindu University"", ""Professor | Department of Management Studies | Banaras Hindu University""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102375,Dr Ritu Mehta,Professor,Indian Institute of Management Calcutta,Marketing,Business,"Retailing, store atmospherics, consumer emotions, consumer response to sales promotions, new product development","[""Professor | Marketing | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/388296,Dr Karnika Bains,Assistant Professor (Grade-II),"Indian Institute of Management, Calcutta",Marketing,Business,Marketing,"[""Assistant Professor (Grade-II) | Marketing | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102369,Dr Ramendra Singh,Associate Professor,Indian Institute of Management Calcutta,Marketing,Management,"Customer orientation, salesperson’s performance, buyer-seller relationships, marketing to bottom-of-pyramid","[""Associate Professor | Marketing | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102370,Dr Suren Sista,Assistant Professor,Indian Institute of Management Calcutta,Marketing,Management,Management,"[""Assistant Professor | Marketing | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/393575,Dr Rashmi Kumari,Assistant Professor,"Indian Institute of Management, Calcutta",Marketing,Management,Marketing,"[""Assistant Professor | Marketing | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/102371,Dr Saravana Jaikumar L,Assistant Professor,Indian Institute of Management Calcutta,Marketing,Business,"Marketing, Digital Marketing, Social Media Marketing, Artificial Intelligence and Machine Learning","[""Assistant Professor | Marketing | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56032,Dr Koushiki Choudhury,Assistant Professor,Indian Institute of Management Calcutta,Marketing,"Business, Finance","Internal Marketing, Services Marketing and Relationship Marketing","[""Assistant Professor | Marketing | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/388291,Dr Avinash Kumar,Assistant Professor (Grade-II),"Indian Institute of Management, Calcutta",Marketing,Business,Marketing,"[""Assistant Professor (Grade-II) | Marketing | Indian Institute of Management, Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56051,Prof Subrata Mitra,Professor,Indian Institute of Management Calcutta,Operations Management,Management,"Sustainable Supply Chain Management, Inventory Management in Closed-Loop Supply Chains, Vehicle Routing Problems with Backhauling","[""Professor | Operations Management | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56040,Prof Bodhibrata Nag,Professor,"Indian Institute of Management, Calcutta",Operations Management,Management,"Operations Research, Simulation, Data Analytics, Operations Management, Supply Chain Management, Logistics, Project Management, Quality Management, Procurement, Contracts and Arbitration","[""Professor | Operations Management | Indian Institute of Management, Calcutta"", ""Dean | Operations Management | Indian Institute of Management, Calcutta"", ""Professor | Operations Management | Indian Institute of Management Calcutta"", ""Associate Professor | Operations Management | Indian Institute of Management Calcutta"", ""Director | Research Design & Standards Organization | Ministry of Railways"", ""Professor | Indian Railway Institute of Electrical Engineering | Ministry of Railways"", ""Deputy Chief Electrical Engineer | South Eastern Railway | Ministry of Railways"", ""Senior Divisional Engineer | East Coast Railways | Ministry of Railways"", ""Divisional Engineer | East Coast Railway | Ministry of Railways"", ""Assistant Divisional Engineer | East Coast Railway | Ministry of Railways"", ""Assistant Engineer | Indian Railway Institute of Electrical Engineering | Ministry of Railways"", ""Assistant Director | Central Electricity Authority | Ministry of Power""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56034,Prof Ashis K Chatterjee,Retired Professor,Indian Institute of Management Calcutta,Operations Management,Management,"Supply Chain Management; Theory of Constraints, Operations Management","[""Retired Professor | Operations Management | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/56046,Prof Rahul Mukerjee,Retired Professor,Indian Institute of Management Calcutta,Operations Management,Management,"Statistics asymptotic theory, design of experiments and other areas, Operations Management","[""Retired Professor | Operations Management | Indian Institute of Management Calcutta""]",Indian Institute of Management Calcutta,,,,,,,,,,
https://iimcal.irins.org/profile/292265,Prof Vishal Bansal,Assistant Professor,"Indian Institute of Management, Calcutta",Operations Management,Computer Science Information Systems,Production & Quantitative Methods,"[""Assistant Professor | Operations Management | Indian Institute of Management, Calcutta"", ""Assistant Professor | Department of Industrial and Management Engineering | Indian Institute of Technology Kanpur"", ""Research Associate | Indian Institute of Management, Ahmedabad""]",Indian Institute of Management Calcutta,,,,,,,,,,
